index,origi,name,is_slack,area,lat,lon,n_neighbors,nominal_voltage_kv
760,5960,36059519602,0,7,40.777,-73.488,2,138
761,5961,36059519702,0,7,40.791,-73.46,3,138
762,5963,36059519704,0,7,40.782,-73.476,2,138
763,5967,36059520001,0,7,40.748,-73.492,2,138
764,5968,36059520002,0,7,40.742,-73.475,5,138
765,5969,36059520100,0,7,40.756,-73.454,2,138
766,5971,36059520300,0,7,40.721,-73.476,1,138
767,5993,36059522000,0,7,40.68,-73.429,1,138
768,5997,36059982100,0,7,40.793,-73.57,1,138
769,6000,36061000202,0,3,40.707,-73.978,3,138
770,6001,36061000600,0,3,40.713,-73.99,2,138
771,6003,36061000800,0,3,40.712,-73.995,3,138
772,6007,36061001200,0,3,40.716,-73.983,4,138
773,6011,36061001501,0,3,40.709,-74.003,1,138
774,6016,36061002100,0,3,40.714,-74.01,1,138
775,6017,36061002201,0,3,40.719,-73.982,2,138
776,6018,36061002202,0,3,40.721,-73.981,2,138
777,6021,36061002601,0,3,40.723,-73.98,2,138
778,6022,36061002602,0,3,40.724,-73.979,2,138
779,6024,36061002800,0,3,40.727,-73.977,2,138
780,6034,36061003700,0,3,40.726,-74.009,2,138
781,6036,36061003900,0,3,40.721,-74.012,2,138
782,6037,36061004000,0,3,40.731,-73.986,1,138
783,6041,36061004400,0,3,40.731,-73.976,2,138
784,6044,36061004800,0,3,40.734,-73.984,2,138
785,6046,36061005000,0,3,40.736,-73.987,2,138
786,6047,36061005200,0,3,40.737,-73.99,2,138
787,6049,36061005501,0,3,40.728,-73.997,1,138
788,6054,36061005900,0,3,40.731,-73.995,3,138
789,6055,36061006000,0,3,40.734,-73.974,2,138
790,6056,36061006100,0,3,40.734,-73.992,2,138
791,6057,36061006200,0,3,40.738,-73.972,2,138
792,6059,36061006400,0,3,40.737,-73.981,2,138
793,6060,36061006500,0,3,40.73,-74,2,138
794,6061,36061006600,0,3,40.74,-73.979,2,138
795,6063,36061006800,0,3,40.74,-73.984,3,230
796,6064,36061006900,0,3,40.731,-74.011,2,138
797,6065,36061007000,0,3,40.743,-73.977,2,138
798,6067,36061007200,0,3,40.745,-73.981,4,345
799,6068,36061007300,0,3,40.734,-74.004,2,138
800,6076,36061008100,0,3,40.74,-73.999,2,138
801,6077,36061008200,0,3,40.751,-73.981,3,345
802,6081,36061008603,0,3,40.754,-73.964,2,138
803,6082,36061008700,0,3,40.742,-73.997,3,138
804,6086,36061009100,0,3,40.745,-73.995,3,138
805,6090,36061009500,0,3,40.747,-73.993,4,138
806,6091,36061009600,0,3,40.756,-73.981,6,345
807,6093,36061009800,0,3,40.756,-73.968,2,138
808,6096,36061010100,0,3,40.75,-73.992,2,138
809,6100,36061010601,0,3,40.757,-73.962,3,138
810,6101,36061010602,0,3,40.76,-73.959,2,138
811,6102,36061010800,0,3,40.759,-73.965,2,138
812,6103,36061010900,0,3,40.752,-73.99,2,138
813,6109,36061011300,0,3,40.755,-73.988,2,138
814,6115,36061011800,0,3,40.765,-73.961,1,138
815,6120,36061012400,0,3,40.767,-73.954,3,138
816,6121,36061012500,0,3,40.76,-73.984,2,138
817,6122,36061012600,0,3,40.768,-73.959,3,138
818,6128,36061013200,0,3,40.77,-73.952,2,138
819,6130,36061013400,0,3,40.772,-73.956,2,138
820,6132,36061013600,0,3,40.773,-73.949,3,345
821,6134,36061013800,0,3,40.775,-73.954,3,230
822,6136,36061014000,0,3,40.776,-73.958,2,138
823,6137,36061014200,0,3,40.777,-73.961,1,138
824,6138,36061014300,0,3,40.782,-73.966,2,138
825,6140,36061014402,0,3,40.776,-73.945,3,138
826,6145,36061014801,0,3,40.779,-73.956,2,138
827,6146,36061014802,0,3,40.781,-73.954,2,138
828,6147,36061014900,0,3,40.772,-73.982,1,138
829,6148,36061015001,0,3,40.78,-73.959,2,138
830,6149,36061015002,0,3,40.782,-73.958,2,138
831,6152,36061015300,0,3,40.775,-73.981,2,138
832,6157,36061015700,0,3,40.777,-73.979,2,138
833,6158,36061015801,0,3,40.784,-73.952,2,138
834,6159,36061015802,0,3,40.787,-73.95,2,138
835,6160,36061015900,0,3,40.78,-73.986,1,138
836,6163,36061016100,0,3,40.78,-73.977,3,138
837,6165,36061016300,0,3,40.783,-73.985,4,138
838,6167,36061016500,0,3,40.782,-73.975,2,138
839,6168,36061016600,0,3,40.789,-73.948,2,138
840,6169,36061016700,0,3,40.786,-73.982,2,138
841,6171,36061016900,0,3,40.785,-73.973,2,138
842,6172,36061017000,0,3,40.791,-73.942,2,138
843,6174,36061017200,0,3,40.794,-73.945,2,138
844,6175,36061017300,0,3,40.788,-73.971,2,138
845,6178,36061017500,0,3,40.791,-73.979,2,138
846,6179,36061017700,0,3,40.79,-73.969,2,138
847,6180,36061017800,0,3,40.794,-73.933,3,138
848,6182,36061018000,0,3,40.794,-73.94,2,138
849,6183,36061018100,0,3,40.793,-73.968,2,138
850,6184,36061018200,0,3,40.798,-73.942,2,138
851,6186,36061018400,0,3,40.8,-73.945,4,138
852,6188,36061018600,0,3,40.799,-73.95,2,138
853,6189,36061018700,0,3,40.799,-73.973,2,138
854,6190,36061018800,0,3,40.798,-73.937,5,138
855,6191,36061018900,0,3,40.797,-73.964,3,138
856,6192,36061019000,0,3,40.802,-73.948,2,138
857,6193,36061019100,0,3,40.801,-73.971,2,138
858,6194,36061019200,0,3,40.8,-73.929,2,138
859,6195,36061019300,0,3,40.801,-73.962,2,138
860,6196,36061019400,0,3,40.8,-73.935,2,138
861,6198,36061019600,0,3,40.803,-73.939,2,138
862,6200,36061019702,0,3,40.802,-73.958,2,138
863,6201,36061019800,0,3,40.804,-73.942,2,138
864,6202,36061019900,0,3,40.806,-73.968,1,138
865,6206,36061020300,0,3,40.809,-73.962,3,138
866,6207,36061020500,0,3,40.811,-73.966,2,138
867,6209,36061020701,0,3,40.809,-73.958,2,138
868,6211,36061020901,0,3,40.812,-73.955,2,138
869,6213,36061021100,0,3,40.815,-73.962,3,138
870,6214,36061021200,0,3,40.814,-73.939,3,138
871,6215,36061021303,0,3,40.815,-73.953,2,138
872,6217,36061021500,0,3,40.814,-73.949,2,138
873,6218,36061021600,0,3,40.801,-73.954,4,138
874,6220,36061021800,0,3,40.803,-73.953,2,138
875,6221,36061021900,0,3,40.818,-73.959,2,138
876,6222,36061022000,0,3,40.806,-73.951,2,138
877,6225,36061022301,0,3,40.822,-73.956,2,138
878,6226,36061022302,0,3,40.821,-73.959,2,138
879,6228,36061022500,0,3,40.824,-73.955,3,138
880,6229,36061022600,0,3,40.813,-73.945,2,138
881,6232,36061022900,0,3,40.827,-73.953,2,138
882,6233,36061023000,0,3,40.818,-73.941,2,138
883,6234,36061023100,0,3,40.826,-73.944,2,138
884,6235,36061023200,0,3,40.821,-73.94,2,138
885,6236,36061023300,0,3,40.829,-73.952,2,138
886,6238,36061023501,0,3,40.829,-73.942,2,138
887,6241,36061023700,0,3,40.832,-73.95,2,138
888,6242,36061023900,0,3,40.832,-73.941,2,138
889,6243,36061024000,0,3,40.786,-73.92,2,138
890,6244,36061024100,0,3,40.835,-73.948,3,138
891,6245,36061024200,0,3,40.806,-73.933,3,138
892,6248,36061024500,0,3,40.837,-73.942,3,138
893,6249,36061024700,0,3,40.839,-73.948,2,138
894,6251,36061025100,0,3,40.84,-73.94,3,345
895,6252,36061025300,0,3,40.843,-73.938,2,138
896,6254,36061025700,0,3,40.808,-73.954,2,138
897,6257,36061026300,0,3,40.847,-73.937,1,138
898,6264,36061027700,0,3,40.855,-73.927,3,230
899,6270,36061029100,0,3,40.864,-73.924,2,138
900,6271,36061029300,0,3,40.866,-73.92,2,138
901,6275,36061030300,0,3,40.869,-73.919,3,138
902,6276,36061030700,0,3,40.871,-73.917,2,138
903,6277,36061030900,0,3,40.876,-73.91,3,138
904,6283,36063020200,0,0,43.118,-79.043,1,138
905,6284,36063020300,0,5,43.106,-79.013,2,138
906,6296,36063022000,0,5,43.083,-78.994,1,138
907,6304,36063022702,0,5,43.101,-78.766,2,138
908,6305,36063022711,0,5,43.105,-78.873,1,138
909,6309,36063022901,0,5,43.048,-78.885,2,138
910,6314,36063023300,0,5,43.034,-78.846,2,138
911,6319,36063023500,0,5,43.184,-78.69,2,138
912,6320,36063023600,0,5,43.168,-78.715,1,138
913,6329,36063024201,0,5,43.259,-78.686,2,138
914,6339,36063024502,0,5,43.253,-78.963,2,138
915,6343,36065020300,0,9,43.1,-75.234,2,138
916,6345,36065020802,0,9,43.094,-75.198,2,138
917,6346,36065020803,0,9,43.098,-75.216,2,138
918,6347,36065020900,0,9,43.102,-75.247,2,138
919,6348,36065021000,0,9,43.098,-75.224,2,138
920,6350,36065021102,0,9,43.094,-75.254,3,138
921,6352,36065021201,0,9,43.09,-75.229,2,138
922,6355,36065021302,0,9,43.089,-75.215,2,138
923,6359,36065021500,0,9,43.09,-75.237,2,138
924,6360,36065021601,0,9,43.115,-75.187,2,138
925,6363,36065021702,0,9,43.084,-75.282,1,138
926,6365,36065022000,0,9,43.225,-75.477,2,138
927,6369,36065022500,0,9,43.21,-75.431,2,138
928,6371,36065022702,0,9,43.255,-75.494,2,138
929,6376,36065023400,0,9,43.1,-75.289,3,345
930,6377,36065023501,0,9,43.109,-75.307,2,138
931,6378,36065023502,0,9,43.121,-75.336,2,138
932,6386,36065024301,0,9,43.288,-75.476,2,138
933,6387,36065024302,0,9,43.329,-75.522,2,138
934,6389,36065024400,0,9,43.384,-75.68,2,138
935,6399,36065025600,0,9,42.972,-75.439,2,138
936,6400,36065025700,0,9,42.9,-75.376,2,138
937,6401,36065025800,0,9,42.906,-75.259,2,138
938,6403,36065026100,0,9,43.154,-75.368,2,138
939,6405,36065026300,0,9,43.216,-75.458,2,138
940,6406,36065026400,0,9,43.091,-75.244,2,138
941,6409,36065026700,0,9,43.256,-75.761,2,138
942,6410,36065940000,0,9,43.07,-75.599,4,138
943,6411,36065940100,0,9,43.159,-75.619,2,138
944,6412,36065940200,0,9,43.066,-75.533,2,138
945,6413,36065980002,0,9,43.108,-75.209,6,138
946,6415,36065980100,0,9,43.228,-75.407,3,138
947,6419,36067000400,0,4,43.076,-76.138,3,138
948,6423,36067000800,0,4,43.068,-76.139,2,138
949,6425,36067001000,0,4,43.072,-76.11,3,138
950,6427,36067001500,0,4,43.061,-76.14,2,138
951,6428,36067001600,0,4,43.057,-76.138,2,138
952,6430,36067001702,0,4,43.061,-76.118,2,138
953,6432,36067001900,0,4,43.064,-76.097,2,138
954,6436,36067002400,0,4,43.054,-76.135,2,138
955,6438,36067002901,0,4,43.044,-76.182,2,138
956,6441,36067003400,0,4,43.049,-76.134,2,138
957,6442,36067003500,0,4,43.048,-76.12,2,138
958,6448,36067004200,0,4,43.039,-76.149,4,138
959,6450,36067004302,0,4,43.04,-76.135,2,138
960,6452,36067004500,0,4,43.036,-76.118,2,138
961,6457,36067005100,0,4,43.024,-76.16,2,138
962,6461,36067005500,0,4,43.021,-76.134,2,138
963,6462,36067005601,0,4,43.024,-76.121,2,138
964,6463,36067005602,0,4,43.018,-76.117,2,138
965,6465,36067005800,0,4,43.02,-76.153,2,138
966,6466,36067005900,0,4,43.017,-76.145,2,138
967,6467,36067006000,0,4,42.998,-76.156,2,138
968,6468,36067006101,0,4,43.007,-76.141,3,138
969,6486,36067011101,0,4,43.141,-76.222,2,138
970,6487,36067011102,0,4,43.132,-76.2,2,138
971,6489,36067011202,0,4,43.177,-76.24,2,138
972,6490,36067011231,0,4,43.158,-76.221,2,138
973,6491,36067011232,0,4,43.169,-76.206,2,138
974,6494,36067011300,0,4,43.213,-76.203,2,138
975,6495,36067011401,0,4,43.194,-76.303,2,138
976,6496,36067011402,0,4,43.187,-76.411,2,138
977,6498,36067011600,0,4,43.169,-76.34,4,138
978,6499,36067011700,0,4,43.149,-76.34,2,138
979,6500,36067011800,0,4,43.123,-76.296,2,138
980,6501,36067011900,0,4,43.119,-76.371,2,138
981,6502,36067012000,0,4,43.053,-76.438,2,138
982,6510,36067012800,0,4,43.092,-76.237,2,138
983,6511,36067012900,0,4,43.062,-76.215,2,138
984,6512,36067013000,0,4,43.053,-76.21,2,138
985,6514,36067013200,0,4,43.04,-76.202,2,138
986,6519,36067013701,0,4,43.089,-76.166,2,138
987,6523,36067014200,0,4,43.083,-76.129,2,138
988,6525,36067014400,0,4,43.096,-76.097,3,345
989,6526,36067014500,0,4,43.096,-76.059,2,138
990,6527,36067014600,0,4,43.05,-76.06,2,138
991,6531,36067015000,0,4,43.043,-75.992,4,138
992,6532,36067015100,0,4,43.019,-76,2,138
993,6533,36067015201,0,4,43.003,-76.007,4,138
994,6536,36067015400,0,4,43.078,-76.017,3,345
995,6537,36067015500,0,4,43.052,-76.022,2,138
996,6539,36067015700,0,4,42.923,-75.98,2,138
997,6540,36067015800,0,4,42.906,-76.103,2,138
998,6543,36067016100,0,4,42.973,-76.12,4,138
999,6544,36067016200,0,4,42.976,-76.147,2,138
1000,6549,36067016600,0,4,42.977,-76.414,2,138
1001,6550,36067016700,0,4,42.899,-76.435,2,138
1002,6554,36067016902,0,4,42.822,-75.991,2,138
1003,6558,36069050201,0,2,42.994,-77.303,3,138
1004,6559,36069050202,0,2,42.959,-77.345,1,138
1005,6560,36069050301,0,2,43.003,-77.185,2,138
1006,6575,36069051700,0,4,42.881,-76.979,1,138
1007,6583,36071000300,0,1,41.506,-74.023,3,138
1008,6584,36071000400,0,1,41.505,-74.01,2,138
1009,6585,36071000501,0,1,41.498,-74.014,2,138
1010,6586,36071000502,0,1,41.493,-74.014,2,138
1011,6587,36071000600,0,1,41.498,-74.037,2,138
1012,6591,36071001500,0,1,41.436,-74.416,2,138
1013,6595,36071002300,0,0,41.374,-74.698,1,138
1014,6598,36071010200,0,1,41.543,-74.011,3,138
1015,6604,36071010801,0,1,41.504,-74.226,2,138
1016,6608,36071011000,0,1,41.498,-74.358,2,138
1017,6613,36071011400,0,1,41.48,-74.453,2,138
1018,6615,36071011601,0,1,41.421,-74.642,2,138
1019,6616,36071011602,0,1,41.462,-74.675,2,138
1020,6621,36071011900,0,1,41.38,-74.361,3,345
1021,6625,36071012601,0,1,41.481,-74.06,2,138
1022,6627,36071012700,0,1,41.482,-74.026,2,138
1023,6628,36071012800,0,1,41.465,-74.03,3,138
1024,6630,36071013000,0,1,41.442,-74.047,2,138
1025,6631,36071013100,0,1,41.413,-74.053,2,138
1026,6637,36071013600,0,1,41.362,-74.026,2,138
1027,6638,36071013700,0,1,41.372,-73.969,2,138
1028,6642,36071014102,0,1,41.313,-74.155,2,345
1029,6645,36071014301,0,1,41.362,-74.27,1,138
1030,6650,36071014600,0,1,41.258,-74.347,2,138
1031,6652,36071014800,0,1,41.207,-74.274,2,138
1032,6658,36071015100,0,1,41.45,-74.433,2,138
1033,6665,36073040700,0,5,43.244,-78.192,2,138
1034,6666,36073040801,0,5,43.178,-78.057,3,138
1035,6673,36075020302,0,4,43.545,-76.138,1,138
1036,6674,36075020400,0,4,43.455,-76.205,4,138
1037,6675,36075020500,0,4,43.433,-76.013,2,138
1038,6676,36075020600,0,4,43.287,-75.956,2,138
1039,6679,36075020703,0,4,43.34,-76.156,2,138
1040,6682,36075020902,0,4,43.266,-76.274,2,138
1041,6683,36075021000,0,4,43.359,-76.373,3,138
1042,6687,36075021104,0,4,43.322,-76.428,2,138
1043,6688,36075021200,0,4,43.292,-76.441,2,138
1044,6689,36075021300,0,2,43.31,-76.552,3,138
1045,6690,36075021401,0,2,43.404,-76.555,3,230
1046,6691,36075021402,0,4,43.399,-76.482,3,138
1047,6694,36075021601,0,2,43.458,-76.516,5,345
1048,6695,36075021602,0,2,43.448,-76.527,3,230
1049,6696,36075021603,0,4,43.44,-76.504,3,138
1050,6697,36075021604,0,4,43.446,-76.487,2,138
1051,6698,36075021605,0,4,43.466,-76.489,4,345
1052,6699,36077590100,0,9,42.769,-74.828,2,138
1053,6701,36077590202,0,9,42.742,-74.982,2,138
1054,6705,36077590600,0,6,42.677,-74.756,2,138
1055,6717,36079010200,0,1,41.486,-73.599,2,138
1056,6720,36079010500,0,1,41.476,-73.741,2,138
1057,6721,36079010600,0,1,41.447,-73.905,3,138
1058,6722,36079010700,0,1,41.426,-73.948,2,138
1059,6723,36079010800,0,1,41.354,-73.926,2,138
1060,6724,36079010900,0,1,41.369,-73.86,2,138
1061,6725,36079011000,0,1,41.411,-73.825,2,138
1062,6726,36079011100,0,1,41.396,-73.774,2,138
1063,6727,36079011200,0,1,41.358,-73.77,1,138
1064,6729,36079011400,0,1,41.401,-73.739,2,138
1065,6732,36079011700,0,1,41.379,-73.609,2,138
1066,6733,36079011800,0,1,41.426,-73.618,2,138
1067,6734,36079011900,0,1,41.417,-73.569,2,138
1068,6735,36081000100,0,3,40.741,-73.944,3,138
1069,6737,36081000400,0,3,40.69,-73.865,2,138
1070,6739,36081000700,0,3,40.745,-73.95,2,138
1071,6741,36081001000,0,3,40.691,-73.859,1,138
1072,6742,36081001200,0,3,40.694,-73.861,3,138
1073,6746,36081001900,0,3,40.748,-73.944,2,138
1074,6750,36081002500,0,3,40.755,-73.945,2,138
1075,6770,36081005100,0,3,40.756,-73.932,4,138
1076,6772,36081005300,0,3,40.76,-73.929,2,138
1077,6774,36081005500,0,3,40.754,-73.928,3,138
1078,6775,36081005700,0,3,40.757,-73.926,4,138
1079,6777,36081005900,0,3,40.76,-73.924,2,138
1080,6778,36081006100,0,3,40.762,-73.922,2,138
1081,6779,36081006201,0,3,40.667,-73.847,2,138
1082,6781,36081006300,0,3,40.764,-73.92,2,138
1083,6782,36081006501,0,3,40.768,-73.918,2,138
1084,6784,36081006900,0,3,40.772,-73.922,2,138
1085,6785,36081007100,0,3,40.769,-73.923,2,138
1086,6786,36081007300,0,3,40.767,-73.925,2,138
1087,6787,36081007500,0,3,40.765,-73.927,2,138
1088,6794,36081008700,0,3,40.775,-73.931,2,138
1089,6795,36081008800,0,3,40.671,-73.839,2,138
1090,6796,36081009100,0,3,40.775,-73.928,2,138
1091,6800,36081009700,0,3,40.776,-73.919,5,138
1092,6802,36081009900,0,3,40.779,-73.923,2,138
1093,6804,36081010100,0,3,40.778,-73.916,2,138
1094,6805,36081010200,0,3,40.679,-73.823,2,138
1095,6806,36081010300,0,3,40.781,-73.915,6,230
1096,6810,36081010701,0,3,40.786,-73.901,3,138
1097,6815,36081011300,0,3,40.776,-73.908,3,138
1098,6817,36081011500,0,3,40.774,-73.913,2,138
1099,6819,36081011700,0,3,40.772,-73.91,4,230
1100,6821,36081011900,0,3,40.771,-73.906,2,138
1101,6823,36081012100,0,3,40.773,-73.904,3,138
1102,6824,36081012200,0,3,40.697,-73.831,1,138
1103,6825,36081012301,0,3,40.776,-73.899,4,138
1104,6827,36081012500,0,3,40.771,-73.916,2,138
1105,6834,36081013500,0,3,40.771,-73.899,3,138
1106,6836,36081013700,0,3,40.769,-73.905,2,138
1107,6839,36081014100,0,3,40.767,-73.907,2,138
1108,6841,36081014202,0,3,40.699,-73.82,2,138
1109,6842,36081014300,0,3,40.766,-73.912,3,230
1110,6844,36081014500,0,3,40.764,-73.908,2,138
1111,6845,36081014700,0,3,40.763,-73.911,5,230
1112,6847,36081014900,0,3,40.762,-73.914,2,138
1113,6849,36081015100,0,3,40.76,-73.911,3,138
1114,6860,36081016300,0,3,40.756,-73.91,3,230
1115,6864,36081016900,0,3,40.748,-73.914,3,138
1116,6866,36081017100,0,3,40.75,-73.926,5,138
1117,6871,36081017900,0,3,40.745,-73.93,3,138
1118,6879,36081018501,0,3,40.739,-73.922,2,138
1119,6880,36081018502,0,3,40.741,-73.922,2,138
1120,6884,36081018900,0,3,40.74,-73.928,2,138
1121,6890,36081019900,0,3,40.735,-73.934,1,138
1122,6897,36081021400,0,3,40.706,-73.815,2,138
1123,6898,36081021600,0,3,40.709,-73.823,2,138
1124,6899,36081021900,0,3,40.724,-73.918,4,138
1125,6900,36081022001,0,3,40.714,-73.821,2,138
1126,6901,36081022002,0,3,40.713,-73.814,2,138
1127,6904,36081023200,0,3,40.71,-73.811,2,138
1128,6905,36081023500,0,3,40.739,-73.918,4,138
1129,6907,36081023800,0,3,40.705,-73.809,2,138
1130,6909,36081024300,0,3,40.737,-73.902,2,138
1131,6910,36081024500,0,3,40.739,-73.905,2,138
1132,6913,36081024900,0,3,40.743,-73.904,2,138
1133,6914,36081025100,0,3,40.745,-73.91,3,138
1134,6915,36081025301,0,3,40.745,-73.917,2,138
1135,6918,36081025500,0,3,40.75,-73.908,2,230
1136,6919,36081025700,0,3,40.75,-73.905,2,138
1137,6921,36081025900,0,3,40.749,-73.904,2,138
1138,6923,36081026100,0,3,40.747,-73.901,4,138
1139,6925,36081026300,0,3,40.746,-73.897,2,138
1140,6927,36081026500,0,3,40.745,-73.893,2,138
1141,6929,36081026700,0,3,40.745,-73.888,2,138
1142,6930,36081026901,0,3,40.747,-73.882,2,138
1143,6933,36081027100,0,3,40.745,-73.879,2,138
1144,6939,36081027700,0,3,40.753,-73.878,1,138
1145,6943,36081028100,0,3,40.752,-73.883,2,138
1146,6945,36081028300,0,3,40.751,-73.885,2,138
1147,6948,36081028700,0,3,40.751,-73.889,3,138
1148,6951,36081029100,0,3,40.751,-73.895,2,138
1149,6953,36081029400,0,3,40.671,-73.781,1,138
1150,6955,36081029700,0,3,40.759,-73.903,3,138
1151,6958,36081030903,0,3,40.758,-73.89,2,138
1152,6959,36081030904,0,3,40.764,-73.891,2,138
1153,6960,36081031700,0,3,40.77,-73.893,4,138
1154,6963,36081032800,0,3,40.672,-73.756,2,138
1155,6964,36081032900,0,3,40.764,-73.883,2,138
1156,6966,36081033100,0,3,40.776,-73.873,2,138
1157,6968,36081033402,0,3,40.675,-73.772,2,138
1158,6971,36081034700,0,3,40.767,-73.879,2,138
1159,6972,36081035100,0,3,40.759,-73.877,2,138
1160,6973,36081035200,0,3,40.679,-73.758,2,138
1161,6975,36081035700,0,3,40.768,-73.872,2,138
1162,6978,36081036300,0,3,40.76,-73.869,2,138
1163,6980,36081036600,0,3,40.686,-73.763,4,138
1164,6981,36081036700,0,3,40.763,-73.868,2,138
1165,6983,36081037100,0,3,40.764,-73.864,2,138
1166,6984,36081037300,0,3,40.76,-73.86,2,138
1167,6985,36081037500,0,3,40.751,-73.87,2,138
1168,6987,36081037700,0,3,40.756,-73.869,2,138
1169,6989,36081038100,0,3,40.756,-73.858,2,138
1170,6990,36081038301,0,3,40.761,-73.842,3,138
1171,6997,36081040100,0,3,40.751,-73.857,2,138
1172,7003,36081040900,0,3,40.75,-73.868,2,138
1173,7004,36081041100,0,3,40.744,-73.865,2,138
1174,7007,36081041500,0,3,40.747,-73.857,2,138
1175,7010,36081042700,0,3,40.744,-73.854,2,138
1176,7013,36081043701,0,3,40.739,-73.851,2,138
1177,7015,36081043900,0,3,40.742,-73.856,2,138
1178,7018,36081044302,0,3,40.74,-73.864,2,138
1179,7019,36081044400,0,3,40.706,-73.782,3,138
1180,7026,36081045500,0,3,40.736,-73.862,3,138
1181,7042,36081047100,0,3,40.741,-73.877,2,138
1182,7045,36081047500,0,3,40.734,-73.875,2,138
1183,7048,36081047900,0,3,40.735,-73.884,2,138
1184,7050,36081048100,0,3,40.742,-73.885,2,138
1185,7052,36081048300,0,3,40.742,-73.893,3,138
1186,7054,36081048500,0,3,40.74,-73.885,2,138
1187,7055,36081048900,0,3,40.737,-73.892,3,138
1188,7058,36081049302,0,3,40.728,-73.892,2,138
1189,7061,36081049700,0,3,40.732,-73.89,1,138
1190,7062,36081049900,0,3,40.731,-73.883,2,138
1191,7072,36081051100,0,3,40.727,-73.9,2,138
1192,7075,36081051500,0,3,40.731,-73.902,2,138
1193,7077,36081051700,0,3,40.725,-73.9,2,138
1194,7080,36081052100,0,3,40.721,-73.902,3,138
1195,7087,36081053100,0,3,40.723,-73.908,2,138
1196,7090,36081053500,0,3,40.716,-73.916,4,138
1197,7096,36081054500,0,3,40.706,-73.913,3,138
1198,7097,36081054700,0,3,40.704,-73.91,2,138
1199,7099,36081054900,0,3,40.702,-73.908,2,138
1200,7100,36081055100,0,3,40.702,-73.904,3,138
1201,7102,36081055300,0,3,40.699,-73.907,3,138
1202,7106,36081055700,0,3,40.699,-73.898,2,138
1203,7108,36081055900,0,3,40.694,-73.902,2,138
1204,7119,36081058000,0,3,40.707,-73.73,2,138
1205,7121,36081058200,0,3,40.707,-73.738,1,138
1206,7127,36081059100,0,3,40.708,-73.91,2,138
1207,7128,36081059200,0,3,40.701,-73.729,2,138
1208,7131,36081059500,0,3,40.714,-73.908,3,138
1209,7134,36081059900,0,3,40.717,-73.902,2,138
1210,7136,36081060100,0,3,40.715,-73.902,3,138
1211,7137,36081060300,0,3,40.714,-73.899,2,138
1212,7139,36081060701,0,3,40.717,-73.894,2,138
1213,7143,36081061301,0,3,40.709,-73.893,4,138
1214,7144,36081061302,0,3,40.709,-73.884,2,138
1215,7149,36081061900,0,3,40.71,-73.877,2,138
1216,7157,36081062700,0,3,40.704,-73.886,2,138
1217,7158,36081062900,0,3,40.701,-73.883,2,138
1218,7164,36081063700,0,3,40.708,-73.862,2,138
1219,7169,36081064500,0,3,40.709,-73.852,2,138
1220,7172,36081065400,0,3,40.662,-73.74,2,138
1221,7175,36081065702,0,3,40.713,-73.883,2,138
1222,7176,36081065703,0,3,40.715,-73.875,2,138
1223,7177,36081065900,0,3,40.716,-73.882,2,138
1224,7179,36081066100,0,3,40.718,-73.882,2,138
1225,7180,36081066300,0,3,40.721,-73.877,3,138
1226,7183,36081066701,0,3,40.722,-73.891,2,138
1227,7185,36081067100,0,3,40.724,-73.878,2,138
1228,7186,36081067700,0,3,40.719,-73.872,2,138
1229,7189,36081068200,0,3,40.668,-73.75,2,138
1230,7191,36081068700,0,3,40.73,-73.869,2,138
1231,7193,36081069300,0,3,40.729,-73.863,2,138
1232,7196,36081069701,0,3,40.727,-73.86,2,138
1233,7200,36081070900,0,3,40.719,-73.855,2,138
1234,7201,36081071100,0,3,40.722,-73.852,2,138
1235,7202,36081071303,0,3,40.726,-73.85,3,138
1236,7203,36081071304,0,3,40.729,-73.854,3,138
1237,7204,36081071305,0,3,40.724,-73.851,2,138
1238,7205,36081071306,0,3,40.726,-73.856,2,138
1239,7206,36081071600,0,3,40.651,-73.785,2,138
1240,7207,36081071701,0,3,40.731,-73.86,2,138
1241,7212,36081072900,0,3,40.713,-73.852,2,138
1242,7214,36081073700,0,3,40.718,-73.843,2,138
1243,7216,36081074100,0,3,40.728,-73.847,2,138
1244,7217,36081074300,0,3,40.732,-73.849,2,138
1245,7218,36081074500,0,3,40.736,-73.851,2,138
1246,7221,36081075701,0,3,40.718,-73.835,2,138
1247,7225,36081077300,0,3,40.711,-73.835,1,138
1248,7226,36081077500,0,3,40.709,-73.832,2,138
1249,7227,36081077902,0,3,40.725,-73.825,3,138
1250,7228,36081077903,0,3,40.719,-73.822,2,138
1251,7229,36081077904,0,3,40.721,-73.814,2,138
1252,7238,36081079701,0,3,40.753,-73.825,2,138
1253,7239,36081079702,0,3,40.751,-73.829,3,138
1254,7240,36081079900,0,3,40.747,-73.827,3,230
1255,7243,36081080900,0,3,40.734,-73.822,2,138
1256,7244,36081081400,0,3,40.671,-73.804,2,138
1257,7248,36081084000,0,3,40.674,-73.818,2,138
1258,7252,36081084900,0,3,40.755,-73.833,3,138
1259,7259,36081086400,0,3,40.673,-73.832,2,138
1260,7261,36081086900,0,3,40.765,-73.834,4,138
1261,7265,36081089200,0,3,40.657,-73.848,2,138
1262,7266,36081090700,0,3,40.773,-73.839,2,138
1263,7269,36081091900,0,3,40.776,-73.847,2,138
1264,7270,36081092200,0,3,40.572,-73.861,2,138
1265,7271,36081092500,0,3,40.783,-73.844,2,138
1266,7272,36081092800,0,3,40.574,-73.853,2,138
