index,from_bus,to_bus,ckt,is_transformer,tr_ratio,x_pu,b_pu,s_max_pu,status
946,707,708,1,0,0,0.00148,675.6756757,2.4,1
947,707,1207,1,0,0,0.00158,632.9113924,2.4,1
948,708,709,1,0,0,0.00271,369.00369,2.4,1
949,709,710,1,0,0,0.0024,416.6666667,2.4,1
950,710,711,1,0,0,0.00166,602.4096386,2.4,1
951,711,715,1,0,0,0.0067,149.2537313,2.4,1
952,712,713,1,0,0,0.00213,469.4835681,2.4,1
953,712,716,1,0,0,0.00554,180.5054152,2.4,1
954,713,714,1,0,0,0.00259,386.1003861,2.4,1
955,715,1750,1,0,0,0.01452,68.87052342,2.4,1
956,716,717,1,0,0,0.00287,348.4320557,2.4,1
957,717,718,1,0,0,0.00179,558.6592179,2.4,1
958,718,719,1,0,0,0.0013,769.2307692,2.4,1
959,718,1750,1,0,0,0.00855,116.9590643,2.4,1
960,719,720,1,0,0,0.00207,483.0917874,2.4,1
961,721,743,1,0,0,0.005495,181.9836215,7.32,1
962,721,1254,1,0,0,0.013616,73.44300823,7.94,1
963,1725,721,1,0,0,0.00065925,1516.875237,7.31,1
964,723,724,1,0,0,0.00327,305.8103976,2.4,1
965,723,728,1,0,0,0.00188,531.9148936,2.4,1
966,725,727,1,0,0,0.0035,285.7142857,2.05,1
967,1750,725,1,0,0,0.00598,167.2240803,2.19,1
968,726,727,1,0,0,0.00176,568.1818182,2.05,1
969,726,756,1,0,0,0.00447,223.7136465,2.4,1
970,728,729,1,0,0,0.00253,395.256917,2.4,1
971,729,730,1,0,0,0.00326,306.7484663,2.4,1
972,1715,730,1,0,0,0.01464,68.30601093,2.4,1
973,1715,731,1,0,0,0.01384,72.25433526,2.4,1
974,732,734,1,0,0,0.00485,206.185567,2.4,1
975,732,738,1,0,0,0.00297,336.7003367,2.4,1
976,733,734,1,0,0,0.00264,378.7878788,2.4,1
977,733,737,1,0,0,0.00424,235.8490566,2.4,1
978,734,1163,1,0,0,0.01306,76.56967841,2.19,1
979,734,1220,1,0,0,0.00485,206.185567,2.4,1
980,735,736,1,0,0,0.00447,223.7136465,2.4,1
981,735,1239,1,0,0,0.01098,91.07468124,2.4,1
982,1710,735,1,0,0,0.02088,47.89272031,2.4,1
983,1710,737,1,0,0,0.0123,81.30081301,2.4,1
984,738,739,1,0,0,0.00367,272.479564,2.4,1
985,739,741,1,0,0,0.00389,257.0694087,2.4,1
986,741,742,1,0,0,0.00255,392.1568627,2.4,1
987,1710,742,1,0,0,0.00413,242.1307506,2.84,1
988,745,746,1,0,0,0.00609,164.2036125,2.4,1
989,745,1283,1,0,0,0.00424,235.8490566,2.4,1
990,746,747,1,0,0,0.0059,169.4915254,2.4,1
991,1710,747,1,0,0,0.00859,116.4144354,2.4,1
992,748,752,1,0,0,0.0184,54.34782609,2.4,1
993,748,1593,1,0,0,0.03792,26.37130802,2.19,1
994,750,751,1,0,0,0.00783,127.7139208,2.4,1
995,750,752,1,0,0,0.01112,89.92805755,2.4,1
996,751,752,1,0,0,0.01891,52.88207298,2.4,1
997,751,768,1,0,0,0.00449,222.7171492,2.4,1
998,1750,751,1,0,0,0.0203,49.26108374,2.19,1
999,752,753,1,0,0,0.00803,124.5330012,2.19,1
1000,1708,752,1,0,0,0.04356,22.95684114,2.84,1
1001,753,1420,1,0,0,0.00856,116.8224299,2.19,1
1002,754,755,1,0,0,0.0048,208.3333333,2.19,1
1003,754,1431,1,0,0,0.00664,150.6024096,2.19,1
1004,755,761,1,0,0,0.00522,191.5708812,2.05,1
1005,756,757,1,0,0,0.00543,184.1620626,2.4,1
1006,1715,757,1,0,0,0.00352,284.0909091,2.4,1
1007,758,759,1,0,0,0.00542,184.501845,2.4,1
1008,759,760,1,0,0,0.00228,438.5964912,2.4,1
1009,760,762,1,0,0,0.00315,317.4603175,2.4,1
1010,761,762,1,0,0,0.0044,227.2727273,2.4,1
1011,761,1786,1,0,0,0.00834,119.9040767,2.4,1
1012,763,764,1,0,0,0.00342,292.3976608,2.05,1
1013,1715,763,1,0,0,0.0014,714.2857143,2.3,1
1014,764,765,1,0,0,0.00567,176.366843,2.4,1
1015,764,766,1,0,0,0.00646,154.7987616,2.4,1
1016,764,1433,1,0,0,0.01236,80.90614887,2.3,1
1017,1715,764,1,0,0,0.00505,198.019802,2.19,1
1018,765,1786,1,0,0,0.00878,113.8952164,2.4,1
1019,767,1445,1,0,0,0.00282,354.6099291,2.4,1
1020,769,772,1,0,0,0.00305,327.8688525,2.4,1
1021,770,771,1,0,0,0.00105,952.3809524,2.4,1
1022,771,772,1,0,0,0.00292,342.4657534,2.4,1
1023,771,773,1,0,0,0.0021,476.1904762,2.4,1
1024,772,775,1,0,0,0.00084,1190.47619,2.4,1
1025,774,781,1,0,0,0.00216,462.962963,2.4,1
1026,775,776,1,0,0,0.00064,1562.5,2.4,1
1027,776,777,1,0,0,0.0005,2000,2.4,1
1028,777,778,1,0,0,0.00061,1639.344262,2.4,1
1029,778,779,1,0,0,0.00085,1176.470588,2.4,1
1030,780,781,1,0,0,0.00173,578.0346821,2.4,1
1031,780,796,1,0,0,0.00129,775.1937984,2.4,1
1032,782,784,1,0,0,0.00104,961.5384615,2.4,1
1033,783,789,1,0,0,0.0009,1111.111111,2.05,1
1034,784,792,1,0,0,0.001,1000,2.4,1
1035,785,786,1,0,0,0.00082,1219.512195,2.4,1
1036,785,1751,1,0,0,0.00137,729.9270073,2.4,1
1037,786,790,1,0,0,0.00115,869.5652174,2.4,1
1038,787,793,1,0,0,0.00087,1149.425287,2.4,1
1039,788,790,1,0,0,0.00082,1219.512195,2.4,1
1040,788,793,1,0,0,0.00114,877.1929825,2.4,1
1041,788,1751,1,0,0,0.00331,302.1148036,2.19,1
1042,789,791,1,0,0,0.00121,826.446281,2.05,1
1043,791,1753,1,0,0,0.00248,403.2258065,2.05,1
1044,792,794,1,0,0,0.00107,934.5794393,2.4,1
1045,794,797,1,0,0,0.00103,970.8737864,2.4,1
1046,795,1752,1,0,0,0.00047381,2110.550643,4.91,1
1047,795,1752,2,0,0,0.00047381,2110.550643,4.91,1
1048,795,1803,1,0,0,0.019996,50.010002,4.91,1
1049,795,1803,2,0,0,0.019996,50.010002,4.91,1
1050,796,799,1,0,0,0.00177,564.9717514,2.4,1
1051,797,1753,1,0,0,0.00093,1075.268817,2.4,1
1052,798,801,1,0,0,0.00020484,4881.859012,10.97,1
1053,798,801,2,0,0,0.00020484,4881.859012,10.97,1
1054,798,1673,1,0,0,0.0023041,434.0089406,19.21,1
1055,799,800,1,0,0,0.00201,497.5124378,2.4,1
1056,800,803,1,0,0,0.00083,1204.819277,2.4,1
1057,801,806,1,0,0,0.0002019,4952.947003,10.97,1
1058,801,806,2,0,0,0.0002019,4952.947003,10.97,1
1059,802,807,1,0,0,0.0009,1111.111111,2.4,1
1060,802,809,1,0,0,0.00105,952.3809524,2.4,1
1061,803,804,1,0,0,0.00081,1234.567901,2.4,1
1062,803,805,1,0,0,0.00161,621.1180124,2.4,1
1063,804,805,1,0,0,0.00077,1298.701299,2.61,1
1064,1754,804,1,0,0,0.00233,429.1845494,4.76,1
1065,805,808,1,0,0,0.00082,1219.512195,2.4,1
1066,805,1755,1,0,0,0.00353,283.286119,2.4,1
1067,1755,807,1,0,0,0.00271,369.00369,2.3,1
1068,808,812,1,0,0,0.00083,1204.819277,2.4,1
1069,809,810,1,0,0,0.00096,1041.666667,2.38,1
1070,809,811,1,0,0,0.00092,1086.956522,2.4,1
1071,1717,810,1,0,0,0.00275,363.6363636,2.3,1
1072,1755,811,1,0,0,0.00319,313.4796238,2.3,1
1073,812,813,1,0,0,0.00084,1190.47619,2.4,1
1074,1755,813,1,0,0,0.0017,588.2352941,2.4,1
1075,814,817,1,0,0,0.00101,990.0990099,2.4,1
1076,815,817,1,0,0,0.00103,970.8737864,2.4,1
1077,1717,815,1,0,0,0.00281,355.8718861,2.86,1
1078,816,1683,1,0,0,0.00798,125.3132832,2.84,1
1079,1755,816,1,0,0,0.0011,909.0909091,2.3,1
1080,817,819,1,0,0,0.00114,877.1929825,2.4,1
1081,818,1757,1,0,0,0.00108,925.9259259,2.4,1
1082,819,1758,1,0,0,0.00109,917.4311927,2.4,1
1083,821,1682,1,0,0,0.0053101,188.3203706,7.31,1
1084,1756,821,1,0,0,0.00042933,2329.210631,4.73,1
1085,822,823,1,0,0,0.00086,1162.790698,2.4,1
1086,1758,822,1,0,0,0.00099,1010.10101,2.4,1
1087,824,830,1,0,0,0.00167,598.8023952,2.4,1
1088,824,847,1,0,0,0.01431,69.88120196,2.4,1
1089,825,1088,1,0,0,0.00296,337.8378378,2.4,1
1090,1757,825,1,0,0,0.00127,787.4015748,2.4,1
1091,1758,825,1,0,0,0.00187,534.7593583,2.4,1
1092,826,827,1,0,0,0.00075,1333.333333,2.4,1
1093,826,829,1,0,0,0.0008,1250,2.4,1
1094,827,833,1,0,0,0.00101,990.0990099,2.4,1
1095,828,831,1,0,0,0.00084,1190.47619,2.4,1
1096,829,830,1,0,0,0.00076,1315.789474,2.4,1
1097,831,832,1,0,0,0.00083,1204.819277,2.4,1
1098,832,836,1,0,0,0.0008,1250,2.4,1
1099,833,834,1,0,0,0.00077,1298.701299,2.4,1
1100,834,839,1,0,0,0.00095,1052.631579,2.4,1
1101,835,837,1,0,0,0.001,1000,2.4,1
1102,836,837,1,0,0,0.00186,537.6344086,2.3,1
1103,836,838,1,0,0,0.00083,1204.819277,2.4,1
1104,837,840,1,0,0,0.00094,1063.829787,2.05,1
1105,837,1684,1,0,0,0.00607,164.7446458,3.84,1
1106,838,841,1,0,0,0.00088,1136.363636,2.4,1
1107,839,842,1,0,0,0.0014,714.2857143,2.4,1
1108,840,845,1,0,0,0.00152,657.8947368,2.4,1
1109,841,844,1,0,0,0.00083,1204.819277,2.4,1
1110,842,843,1,0,0,0.00106,943.3962264,2.4,1
1111,843,848,1,0,0,0.00125,800,2.4,1
1112,844,846,1,0,0,0.00081,1234.567901,2.4,1
1113,845,853,1,0,0,0.00243,411.5226337,2.4,1
1114,846,849,1,0,0,0.00073,1369.863014,2.4,1
1115,847,854,1,0,0,0.00118,847.4576271,3.12,1
1116,847,854,2,0,0,0.00118,847.4576271,3.12,1
1117,847,889,1,0,0,0.00359,278.551532,3.22,1
1118,847,889,2,0,0,0.00359,278.551532,3.22,1
1119,848,854,1,0,0,0.00102,980.3921569,2.4,1
1120,848,854,2,0,0,0.00102,980.3921569,2.4,1
1121,849,855,1,0,0,0.00151,662.2516556,2.4,1
1122,850,851,1,0,0,0.00078,1282.051282,2.4,1
1123,850,854,1,0,0,0.00098,1020.408163,2.4,1
1124,851,852,1,0,0,0.00103,970.8737864,2.4,1
1125,851,856,1,0,0,0.00089,1123.595506,2.4,1
1126,851,891,1,0,0,0.00322,310.5590062,2.4,1
1127,852,873,1,0,0,0.00111,900.9009009,2.4,1
1128,853,857,1,0,0,0.00084,1190.47619,2.4,1
1129,854,860,1,0,0,0.00091,1098.901099,2.4,1
1130,1740,854,1,0,0,0.00361,277.0083102,2.4,1
1131,855,859,1,0,0,0.00112,892.8571429,2.4,1
1132,855,873,1,0,0,0.00233,429.1845494,2.4,1
1133,856,874,1,0,0,0.00117,854.7008547,2.4,1
1134,857,865,1,0,0,0.00294,340.1360544,2.4,1
1135,858,860,1,0,0,0.00138,724.6376812,2.4,1
1136,1740,858,1,0,0,0.00195,512.8205128,2.4,1
1137,859,862,1,0,0,0.00103,970.8737864,2.4,1
1138,861,863,1,0,0,0.00096,1041.666667,2.4,1
1139,861,891,1,0,0,0.00139,719.4244604,2.4,1
1140,862,873,1,0,0,0.00096,1041.666667,2.4,1
1141,863,876,1,0,0,0.002,500,2.4,1
1142,864,866,1,0,0,0.00134,746.2686567,2.4,1
1143,865,867,1,0,0,0.00068,1470.588235,2.4,1
1144,865,896,1,0,0,0.00158,632.9113924,2.4,1
1145,866,869,1,0,0,0.00157,636.9426752,2.4,1
1146,867,868,1,0,0,0.00108,925.9259259,2.4,1
1147,868,871,1,0,0,0.001,1000,2.4,1
1148,869,875,1,0,0,0.00119,840.3361345,2.4,1
1149,869,882,1,0,0,0.00433,230.9468822,2.05,1
1150,870,880,1,0,0,0.00119,840.3361345,2.4,1
1151,1740,870,1,0,0,0.00392,255.1020408,2.4,1
1152,870,1760,1,0,0,0.00817,122.3990208,2.4,1
1153,871,872,1,0,0,0.00076,1315.789474,2.4,1
1154,872,880,1,0,0,0.00107,934.5794393,2.4,1
1155,873,874,1,0,0,0.00085,1176.470588,2.4,1
1156,875,878,1,0,0,0.0008,1250,2.05,1
1157,876,896,1,0,0,0.00103,970.8737864,2.4,1
1158,877,878,1,0,0,0.0006,1666.666667,2.05,1
1159,877,879,1,0,0,0.00072,1388.888889,2.38,1
1160,879,881,1,0,0,0.00073,1369.863014,2.5,1
1161,879,1675,1,0,0,0.00734,136.239782,3.99,1
1162,881,885,1,0,0,0.00075,1333.333333,2.38,1
1163,882,884,1,0,0,0.00082,1219.512195,2.4,1
1164,883,884,1,0,0,0.00164,609.7560976,2.4,1
1165,883,886,1,0,0,0.00105,952.3809524,2.4,1
1166,885,887,1,0,0,0.00099,1010.10101,2.3,1
1167,886,888,1,0,0,0.00098,1020.408163,2.4,1
1168,887,890,1,0,0,0.00075,1333.333333,2.3,1
1169,888,892,1,0,0,0.00124,806.4516129,2.4,1
1170,1714,889,1,0,0,0.00155,645.1612903,3.33,1
1171,1714,889,2,0,0,0.00155,645.1612903,3.33,1
1172,890,892,1,0,0,0.00138,724.6376812,2.4,1
1173,890,893,1,0,0,0.00117,854.7008547,2.4,1
1174,1740,891,1,0,0,0.00188,531.9148936,2.4,1
1175,892,1760,1,0,0,0.00115,869.5652174,2.4,1
1176,893,1760,1,0,0,0.00178,561.7977528,2.4,1
1177,894,1556,1,0,0,0.0059595,167.799312,7.36,1
1178,895,897,1,0,0,0.00116,862.0689655,2.4,1
1179,1760,895,1,0,0,0.00082,1219.512195,2.4,1
1180,1759,898,1,0,0,0.0018283,546.9561888,4.35,1
1181,899,900,1,0,0,0.0009,1111.111111,2.4,1
1182,1761,899,1,0,0,0.0027,370.3703704,2.4,1
1183,900,901,1,0,0,0.00102,980.3921569,2.4,1
1184,901,902,1,0,0,0.00069,1449.275362,2.38,1
1185,1761,901,1,0,0,0.00452,221.2389381,2.4,1
1186,902,903,1,0,0,0.00179,558.6592179,2.3,1
1187,1735,907,1,0,0,0.01735,57.63688761,2.4,1
1188,1731,908,1,0,0,0.01658,60.31363088,2.4,1
1189,1731,909,1,0,0,0.00626,159.7444089,2.4,1
1190,1731,910,1,0,0,0.0046,217.3913043,2.4,1
1191,911,912,1,0,0,0.00677,147.7104874,2.4,1
1192,911,913,1,0,0,0.02104,47.52851711,2.4,1
1193,1700,913,1,0,0,0.03249,30.77870114,2.4,1
1194,1700,914,1,0,0,0.07866,12.71294177,2.4,1
1195,1735,914,1,0,0,0.05091,19.64250638,2.19,1
1196,915,918,1,0,0,0.00209,478.4688995,3.81,1
1197,915,919,1,0,0,0.00158,632.9113924,3.81,1
1198,916,922,1,0,0,0.00356,280.8988764,2.84,1
1199,916,945,1,0,0,0.00464,215.5172414,2.19,1
1200,917,919,1,0,0,0.00109,917.4311927,3.81,1
1201,917,945,1,0,0,0.00226,442.4778761,3.81,1
1202,918,920,1,0,0,0.0024,416.6666667,3.84,1
1203,920,940,1,0,0,0.00195,512.8205128,2.93,1
1204,920,1762,1,0,0,0.00528,189.3939394,6.14,1
1205,921,922,1,0,0,0.0025,400,2.84,1
1206,921,923,1,0,0,0.00163,613.4969325,2.84,1
1207,923,940,1,0,0,0.00139,719.4244604,2.84,1
1208,924,945,1,0,0,0.00492,203.2520325,2.5,1
1209,925,1762,1,0,0,0.00455,219.7802198,2.4,1
1210,926,928,1,0,0,0.00898,111.3585746,2.4,1
1211,926,939,1,0,0,0.00465,215.0537634,2.4,1
1212,927,939,1,0,0,0.00557,179.5332136,2.4,1
1213,927,946,1,0,0,0.00686,145.7725948,2.4,1
1214,928,932,1,0,0,0.00996,100.4016064,2.4,1
1215,929,994,1,0,0,0.02384,41.94630872,9.6,1
1216,930,931,1,0,0,0.00697,143.472023,2.4,1
1217,930,931,2,0,0,0.00697,143.472023,2.4,1
1218,1762,930,1,0,0,0.00434,230.4147465,2.4,1
1219,1762,930,2,0,0,0.00434,230.4147465,2.4,1
1220,931,938,1,0,0,0.0112,89.28571429,2.4,1
1221,931,938,2,0,0,0.0112,89.28571429,2.4,1
1222,932,933,1,0,0,0.01513,66.09385327,2.4,1
1223,933,934,1,0,0,0.03289,30.40437823,2.05,1
1224,935,936,1,0,0,0.02404,41.59733777,2.4,1
1225,935,944,1,0,0,0.03297,30.33060358,2.4,1
1226,936,937,1,0,0,0.02222,45.00450045,2.4,1
1227,938,946,1,0,0,0.02254,44.36557232,2.86,1
1228,938,946,2,0,0,0.02254,44.36557232,2.86,1
1229,941,943,1,0,0,0.03843,26.0213375,2.4,1
1230,941,1038,1,0,0,0.04067,24.58814851,2.4,1
1231,942,944,1,0,0,0.01362,73.42143906,2.19,1
1232,942,991,1,0,0,0.08087,12.36552492,2.84,1
1233,1762,942,1,0,0,0.06109,16.36929121,2.61,1
1234,1762,945,1,0,0,0.01147,87.18395815,5.67,1
1235,947,948,1,0,0,0.00251,398.4063745,2.4,1
1236,947,986,1,0,0,0.0065,153.8461538,2.4,1
1237,947,987,1,0,0,0.00243,411.5226337,2.4,1
1238,948,950,1,0,0,0.00192,520.8333333,2.4,1
1239,949,952,1,0,0,0.00369,271.00271,2.4,1
1240,949,1763,1,0,0,0.00666,150.1501502,2.4,1
1241,950,951,1,0,0,0.00128,781.25,2.4,1
1242,951,954,1,0,0,0.00108,925.9259259,2.4,1
1243,952,957,1,0,0,0.00378,264.5502646,2.4,1
1244,953,1763,1,0,0,0.00913,109.5290252,2.4,1
1245,954,956,1,0,0,0.0016,625,2.4,1
1246,955,961,1,0,0,0.00764,130.8900524,2.4,1
1247,955,985,1,0,0,0.00419,238.6634845,2.19,1
1248,956,959,1,0,0,0.00257,389.1050584,2.4,1
1249,957,960,1,0,0,0.00346,289.017341,2.4,1
1250,958,959,1,0,0,0.00274,364.9635036,2.4,1
1251,958,962,1,0,0,0.00561,178.2531194,2.4,1
1252,958,1763,1,0,0,0.01959,51.04645227,2.4,1
1253,960,963,1,0,0,0.00314,318.4713376,2.4,1
1254,961,965,1,0,0,0.00204,490.1960784,2.4,1
1255,962,968,1,0,0,0.00412,242.7184466,2.4,1
1256,963,964,1,0,0,0.00198,505.0505051,2.4,1
1257,965,966,1,0,0,0.00181,552.4861878,2.4,1
1258,966,968,1,0,0,0.0029,344.8275862,2.4,1
1259,967,968,1,0,0,0.00342,292.3976608,2.4,1
1260,967,999,1,0,0,0.00639,156.4945227,2.4,1
1261,969,970,1,0,0,0.00456,219.2982456,2.4,1
1262,969,972,1,0,0,0.00453,220.7505519,2.4,1
1263,970,986,1,0,0,0.01459,68.54009596,2.4,1
1264,971,973,1,0,0,0.00688,145.3488372,2.3,1
1265,971,974,1,0,0,0.01203,83.12551953,2.05,1
1266,972,973,1,0,0,0.00459,217.8649237,2.4,1
1267,974,1040,1,0,0,0.02035,49.14004914,2.19,1
1268,975,977,1,0,0,0.01058,94.51795841,2.4,1
1269,975,1041,1,0,0,0.04804,20.81598668,2.4,1
1270,976,977,1,0,0,0.01507,66.35700066,2.3,1
1271,976,1043,1,0,0,0.02916,34.29355281,2.3,1
1272,977,978,1,0,0,0.00565,176.9911504,2.38,1
1273,977,980,1,0,0,0.01508,66.31299735,2.4,1
1274,978,979,1,0,0,0.01112,89.92805755,2.38,1
1275,979,982,1,0,0,0.01464,68.30601093,2.05,1
1276,980,981,1,0,0,0.02185,45.76659039,2.4,1
1277,981,1000,1,0,0,0.02054,48.68549172,2.4,1
1278,983,984,1,0,0,0.00246,406.504065,2.38,1
1279,984,985,1,0,0,0.00432,231.4814815,2.19,1
1280,987,1763,1,0,0,0.00757,132.1003963,2.4,1
1281,988,994,1,0,0,0.0026857,372.3424061,10.46,1
1282,1763,989,1,0,0,0.00718,139.275766,3.07,1
1283,989,1765,1,0,0,0.00919,108.8139282,2.61,1
1284,990,993,1,0,0,0.01732,57.73672055,2.4,1
1285,991,992,1,0,0,0.00667,149.9250375,2.4,1
1286,991,995,1,0,0,0.00618,161.8122977,2.3,1
1287,1763,991,1,0,0,0.02501,39.9840064,2.19,1
1288,992,993,1,0,0,0.00503,198.8071571,2.4,1
1289,993,996,1,0,0,0.02303,43.42162397,2.4,1
1290,1765,995,1,0,0,0.00743,134.589502,2.3,1
1291,996,1002,1,0,0,0.02877,34.75842892,2.4,1
1292,997,998,1,0,0,0.01756,56.9476082,2.4,1
1293,998,999,1,0,0,0.00597,167.5041876,2.4,1
1294,1000,1001,1,0,0,0.02252,44.40497336,2.4,1
1295,1003,1004,1,0,0,0.01431,69.88120196,2.4,1
1296,1003,1005,1,0,0,0.02454,40.74979625,2.4,1
1297,1003,1525,1,0,0,0.02296,43.55400697,2.05,1
1298,1005,1530,1,0,0,0.01885,53.05039788,2.4,1
1299,1006,1410,1,0,0,0.02593,38.5653683,2.4,1
1300,1007,1008,1,0,0,0.00292,342.4657534,2.4,1
1301,1007,1011,1,0,0,0.00338,295.8579882,2.4,1
1302,1007,1014,1,0,0,0.0108,92.59259259,2.4,1
1303,1008,1009,1,0,0,0.00244,409.8360656,2.4,1
1304,1009,1010,1,0,0,0.0015,666.6666667,2.4,1
1305,1010,1022,1,0,0,0.00426,234.741784,2.4,1
1306,1011,1021,1,0,0,0.00723,138.3125864,2.4,1
1307,1012,1032,1,0,0,0.00532,187.9699248,2.4,1
1308,1736,1012,1,0,0,0.00229,436.6812227,2.4,1
1309,1013,1018,1,0,0,0.01889,52.93806247,2.4,1
1310,1705,1014,1,0,0,0.0136,73.52941176,2.4,1
1311,1728,1014,1,0,0,0.01084,92.25092251,2.4,1
1312,1015,1016,1,0,0,0.02606,38.37298542,2.5,1
1313,1015,1021,1,0,0,0.0358,27.93296089,2.19,1
1314,1016,1488,1,0,0,0.02985,33.50083752,2.4,1
1315,1017,1032,1,0,0,0.00904,110.619469,2.4,1
1316,1017,1489,1,0,0,0.03321,30.11141223,2.4,1
1317,1018,1019,1,0,0,0.01344,74.4047619,2.4,1
1318,1019,1494,1,0,0,0.032,31.25,2.4,1
1319,1020,1028,1,0,0,0.0077614,128.8427346,7.36,1
1320,1022,1023,1,0,0,0.00495,202.020202,2.4,1
1321,1023,1024,1,0,0,0.0076,131.5789474,2.4,1
1322,1728,1023,1,0,0,0.03236,30.90234858,2.4,1
1323,1024,1025,1,0,0,0.00825,121.2121212,2.4,1
1324,1025,1026,1,0,0,0.01696,58.96226415,2.4,1
1325,1696,1026,1,0,0,0.0289,34.60207612,2.05,1
1326,1696,1026,2,0,0,0.0289,34.60207612,2.05,1
1327,1027,1058,1,0,0,0.01668,59.95203837,2.4,1
1328,1027,1059,1,0,0,0.01042,95.96928983,2.4,1
1329,1028,1341,1,0,0,0.0053378,187.3431002,7.36,1
1330,1766,1029,1,0,0,0.02116,47.25897921,2.4,1
1331,1030,1031,1,0,0,0.02211,45.22840344,2.4,1
1332,1766,1030,1,0,0,0.03317,30.14772385,2.4,1
1333,1031,1363,1,0,0,0.02236,44.72271914,2.4,1
1334,1033,1034,1,0,0,0.03546,28.20078962,2.4,1
1335,1034,1414,1,0,0,0.15778,6.337938902,2.22,1
1336,1035,1036,1,0,0,0.02852,35.0631136,2.4,1
1337,1036,1037,1,0,0,0.03831,26.10284521,2.4,1
1338,1036,1039,1,0,0,0.03271,30.57169061,2.05,1
1339,1699,1036,1,0,0,0.03207,31.18178983,5.01,1
1340,1038,1039,1,0,0,0.04086,24.47381302,2.4,1
1341,1040,1041,1,0,0,0.0273,36.63003663,2.61,1
1342,1721,1041,1,0,0,0.03723,26.86005909,3.84,1
1343,1042,1043,1,0,0,0.00847,118.0637544,2.38,1
1344,1042,1046,1,0,0,0.02388,41.8760469,3.07,1
1345,1044,1767,1,0,0,0.02313,43.23389537,3.17,1
1346,1045,1048,1,0,0,0.003309,302.2061046,7.94,1
1347,1046,1049,1,0,0,0.01084,92.25092251,2.19,1
1348,1767,1046,1,0,0,0.01548,64.5994832,2.19,1
1349,1047,1051,1,0,0,0.0010193,981.0654371,7.36,1
1350,1697,1048,1,0,0,0.0008575,1166.180758,7.31,1
1351,1701,1048,1,0,0,0.012029,83.13242996,3.66,1
1352,1049,1050,1,0,0,0.00383,261.0966057,2.4,1
1353,1768,1049,1,0,0,0.00565,176.9911504,2.4,1
1354,1050,1769,1,0,0,0.00515,194.1747573,2.4,1
1355,1052,1053,1,0,0,0.03286,30.43213634,2.4,1
1356,1052,1054,1,0,0,0.02956,33.82949932,2.4,1
1357,1054,1404,1,0,0,0.0414,24.15458937,2.4,1
1358,1055,1066,1,0,0,0.01604,62.34413965,2.4,1
1359,1056,1062,1,0,0,0.02461,40.63388866,2.4,1
1360,1057,1058,1,0,0,0.01114,89.76660682,2.4,1
1361,1057,1061,1,0,0,0.01936,51.65289256,2.4,1
1362,1059,1661,1,0,0,0.01182,84.60236887,2.4,1
1363,1060,1061,1,0,0,0.01455,68.72852234,2.4,1
1364,1060,1662,1,0,0,0.01502,66.57789614,2.4,1
1365,1062,1064,1,0,0,0.00791,126.4222503,2.4,1
1366,1063,1064,1,0,0,0.01439,69.49270327,2.4,1
1367,1065,1067,1,0,0,0.01371,72.93946025,2.4,1
1368,1065,1665,1,0,0,0.01435,69.68641115,2.4,1
1369,1066,1067,1,0,0,0.01082,92.42144177,2.4,1
1370,1068,1070,1,0,0,0.00154,649.3506494,2.5,1
1371,1068,1117,1,0,0,0.00313,319.4888179,2.4,1
1372,1069,1072,1,0,0,0.00152,657.8947368,2.4,1
1373,1070,1073,1,0,0,0.00136,735.2941176,2.61,1
1374,1071,1072,1,0,0,0.00096,1041.666667,2.4,1
1375,1072,1218,1,0,0,0.0043,232.5581395,2.4,1
1376,1717,1074,1,0,0,0.00112,892.8571429,2.61,1
1377,1075,1076,1,0,0,0.0016,625,2.4,1
1378,1075,1077,1,0,0,0.00098,1020.408163,2.5,1
1379,1075,1078,1,0,0,0.00136,735.2941176,2.19,1
1380,1717,1075,1,0,0,0.00316,316.4556962,2.61,1
1381,1076,1087,1,0,0,0.00132,757.5757576,2.4,1
1382,1077,1078,1,0,0,0.00091,1098.901099,2.38,1
1383,1077,1116,1,0,0,0.00111,900.9009009,3.84,1
1384,1078,1079,1,0,0,0.00085,1176.470588,2.4,1
1385,1078,1773,1,0,0,0.00283,353.3568905,2.3,1
1386,1079,1080,1,0,0,0.0007,1428.571429,2.4,1
1387,1080,1082,1,0,0,0.00087,1149.425287,2.4,1
1388,1081,1089,1,0,0,0.00201,497.5124378,2.05,1
1389,1081,1261,1,0,0,0.00296,337.8378378,2.4,1
1390,1082,1083,1,0,0,0.00116,862.0689655,2.4,1
1391,1083,1104,1,0,0,0.001,1000,2.4,1
1392,1084,1085,1,0,0,0.0007,1428.571429,2.4,1
1393,1084,1091,1,0,0,0.00171,584.7953216,2.4,1
1394,1085,1086,1,0,0,0.00078,1282.051282,2.4,1
1395,1086,1087,1,0,0,0.00084,1190.47619,2.4,1
1396,1088,1090,1,0,0,0.00069,1449.275362,2.4,1
1397,1089,1259,1,0,0,0.00164,609.7560976,2.4,1
1398,1090,1092,1,0,0,0.00141,709.2198582,2.4,1
1399,1091,1092,1,0,0,0.00123,813.0081301,2.4,1
1400,1091,1093,1,0,0,0.00073,1369.863014,2.4,1
1401,1698,1091,1,0,0,0.00161,621.1180124,2.19,1
1402,1091,1770,1,0,0,0.00143,699.3006993,2.05,1
1403,1093,1770,1,0,0,0.00087,1149.425287,2.4,1
