index,from_bus,to_bus,ckt,is_transformer,tr_ratio,x_pu,b_pu,s_max_pu,status
467,1813,287,1,0,0,0.01647,60.71645416,2.4,1
468,288,289,1,0,0,0.02635,37.95066414,2.4,1
469,288,349,1,0,0,0.03556,28.12148481,2.4,1
470,289,291,1,0,0,0.02301,43.45936549,2.4,1
471,290,296,1,0,0,0.04421,22.6193169,2.4,1
472,290,1495,1,0,0,0.03227,30.98853424,2.4,1
473,291,292,1,0,0,0.00984,101.6260163,2.4,1
474,292,293,1,0,0,0.00642,155.7632399,2.4,1
475,294,329,1,0,0,0.04532,22.06531333,2.4,1
476,294,354,1,0,0,0.08164,12.2488976,2.4,1
477,295,297,1,0,0,0.04489,22.27667632,2.4,1
478,296,297,1,0,0,0.01181,84.67400508,2.4,1
479,297,298,1,0,0,0.00776,128.8659794,2.4,1
480,297,1497,1,0,0,0.04333,23.07869836,2.4,1
481,297,1743,1,0,0,0.16077,6.220065933,2.4,1
482,299,1670,1,0,0,0.09076,11.01806963,6.5,1
483,300,1044,1,0,0,0.02297,43.53504571,2.61,1
484,300,1534,1,0,0,0.02197,45.51661356,2.61,1
485,301,302,1,0,0,0.02856,35.0140056,2.4,1
486,301,1044,1,0,0,0.03795,26.35046113,2.4,1
487,302,303,1,0,0,0.02331,42.9000429,2.4,1
488,303,304,1,0,0,0.02208,45.28985507,2.4,1
489,304,307,1,0,0,0.01624,61.57635468,2.4,1
490,305,306,1,0,0,0.03139,31.85727939,2.4,1
491,305,1001,1,0,0,0.03437,29.09514111,2.4,1
492,306,1504,1,0,0,0.02795,35.77817531,2.4,1
493,307,308,1,0,0,0.00443,225.7336343,2.4,1
494,310,316,1,0,0,0.00973,102.7749229,4.76,1
495,310,419,1,0,0,0.0261,38.31417625,4.76,1
496,312,313,1,0,0,0.02505,39.92015968,2.4,1
497,312,314,1,0,0,0.12082,8.276775368,2.4,1
498,317,318,1,0,0,0.00507,197.2386588,2.4,1
499,317,322,1,0,0,0.01258,79.49125596,2.4,1
500,318,322,1,0,0,0.01471,67.98096533,2.19,1
501,318,1807,1,0,0,0.11256,8.884150675,3.99,1
502,319,320,1,0,0,0.02063,48.47309743,2.4,1
503,319,1407,1,0,0,0.02598,38.49114704,2.4,1
504,320,321,1,0,0,0.00328,304.8780488,2.4,1
505,321,322,1,0,0,0.00916,109.1703057,2.4,1
506,323,326,1,0,0,0.03291,30.38590094,2.4,1
507,323,645,1,0,0,0.0365,27.39726027,2.4,1
508,324,327,1,0,0,0.04577,21.8483723,2.4,1
509,324,1002,1,0,0,0.07603,13.15270288,2.4,1
510,325,351,1,0,0,0.013996,71.44898542,7.36,1
511,1743,327,1,0,0,0.00613,163.132137,2.4,1
512,328,329,1,0,0,0.0262,38.16793893,2.4,1
513,1743,328,1,0,0,0.05035,19.86097319,2.4,1
514,330,331,1,0,0,0.04215,23.72479241,3.17,1
515,332,333,1,0,0,0.01687,59.27682276,3.47,1
516,1724,333,1,0,0,0.00266,375.9398496,3.47,1
517,334,335,1,0,0,0.04133,24.19549964,2.84,1
518,336,337,1,0,0,0.03628,27.56339581,2.4,1
519,336,1298,1,0,0,0.02488,40.19292605,2.4,1
520,337,338,1,0,0,0.03688,27.11496746,2.4,1
521,1711,337,1,0,0,0.04061,24.62447673,2.93,1
522,338,342,1,0,0,0.0284,35.21126761,2.4,1
523,339,340,1,0,0,0.00607,164.7446458,2.4,1
524,339,341,1,0,0,0.02192,45.62043796,2.4,1
525,1711,340,1,0,0,0.01274,78.49293564,2.3,1
526,341,343,1,0,0,0.03267,30.60912152,2.4,1
527,342,363,1,0,0,0.04923,20.31281739,2.4,1
528,343,365,1,0,0,0.0265,37.73584906,2.4,1
529,344,345,1,0,0,0.01889,52.93806247,2.4,1
530,344,997,1,0,0,0.06467,15.46312046,2.4,1
531,345,347,1,0,0,0.00877,114.0250855,2.4,1
532,345,348,1,0,0,0.01252,79.87220447,2.4,1
533,346,347,1,0,0,0.01208,82.78145695,2.4,1
534,346,348,1,0,0,0.01175,85.10638298,2.4,1
535,346,349,1,0,0,0.04293,23.29373399,2.4,1
536,346,350,1,0,0,0.03207,31.18178983,2.4,1
537,346,998,1,0,0,0.11368,8.796622097,2.4,1
538,347,348,1,0,0,0.00267,374.5318352,2.4,1
539,350,1495,1,0,0,0.05274,18.96094046,2.4,1
540,350,1503,1,0,0,0.04011,24.93143854,2.4,1
541,351,352,1,0,0,0.0080611,124.0525487,7.36,1
542,351,929,1,0,0,0.037969,26.33727515,7.36,1
543,352,1688,1,0,0,0.023536,42.48810333,13.06,1
544,353,1484,1,0,0,0.011385,87.83487044,10.23,1
545,1744,353,1,0,0,0.014139,70.72635971,7.31,1
546,353,1809,1,0,0,0.046645,21.43852503,9.46,1
547,354,1490,1,0,0,0.06151,16.2575191,2.3,1
548,1745,354,1,0,0,0.06071,16.47175095,2.5,1
549,355,363,1,0,0,0.03537,28.27254736,2.4,1
550,355,370,1,0,0,0.02739,36.50967506,2.4,1
551,356,357,1,0,0,0.0194,51.54639175,2.4,1
552,356,370,1,0,0,0.03037,32.92723082,2.4,1
553,357,364,1,0,0,0.02604,38.40245776,2.4,1
554,358,1056,1,0,0,0.02638,37.90750569,2.4,1
555,1705,358,1,0,0,0.03106,32.19575016,2.84,1
556,359,371,1,0,0,0.00626,159.7444089,2.4,1
557,1705,359,1,0,0,0.01135,88.10572687,2.4,1
558,1728,359,1,0,0,0.01053,94.96676163,2.4,1
559,360,371,1,0,0,0.00703,142.2475107,2.4,1
560,360,1057,1,0,0,0.01593,62.77463905,2.4,1
561,1728,360,1,0,0,0.02331,42.9000429,2.4,1
562,361,362,1,0,0,0.00833,120.0480192,2.4,1
563,361,1512,1,0,0,0.02413,41.44218815,2.4,1
564,362,366,1,0,0,0.00643,155.5209953,2.4,1
565,364,1055,1,0,0,0.02245,44.54342984,2.4,1
566,365,368,1,0,0,0.0244,40.98360656,2.4,1
567,366,372,1,0,0,0.00487,205.338809,2.4,1
568,367,1510,1,0,0,0.01963,50.94243505,2.4,1
569,367,1511,1,0,0,0.01614,61.95786865,2.4,1
570,368,370,1,0,0,0.02999,33.34444815,2.4,1
571,369,374,1,0,0,0.00904,110.619469,2.4,1
572,1705,371,1,0,0,0.01888,52.96610169,2.4,1
573,1728,371,1,0,0,0.018,55.55555556,2.4,1
574,372,373,1,0,0,0.00309,323.6245955,2.4,1
575,1728,373,1,0,0,0.03713,26.93239968,2.19,1
576,1705,374,1,0,0,0.01231,81.23476848,2.4,1
577,375,421,1,0,0,0.00739,135.3179973,2.4,1
578,376,377,1,0,0,0.00288,347.2222222,2.4,1
579,377,378,1,0,0,0.00343,291.5451895,2.4,1
580,378,394,1,0,0,0.00754,132.6259947,2.4,1
581,379,384,1,0,0,0.00457,218.8183807,2.4,1
582,379,423,1,0,0,0.00309,323.6245955,2.4,1
583,380,382,1,0,0,0.00299,334.4481605,2.4,1
584,380,910,1,0,0,0.00506,197.6284585,2.4,1
585,381,382,1,0,0,0.00356,280.8988764,2.4,1
586,381,383,1,0,0,0.00637,156.9858713,2.4,1
587,383,422,1,0,0,0.01501,66.62225183,2.4,1
588,1731,383,1,0,0,0.02295,43.57298475,2.4,1
589,384,385,1,0,0,0.00302,331.1258278,2.4,1
590,385,386,1,0,0,0.00409,244.4987775,2.4,1
591,386,388,1,0,0,0.00313,319.4888179,2.4,1
592,1731,387,1,0,0,0.02423,41.27115147,2.4,1
593,389,390,1,0,0,0.00862,116.0092807,2.4,1
594,389,907,1,0,0,0.01401,71.37758744,2.4,1
595,390,392,1,0,0,0.00743,134.589502,2.4,1
596,390,408,1,0,0,0.00946,105.7082452,2.19,1
597,1731,391,1,0,0,0.00969,103.1991744,2.4,1
598,393,394,1,0,0,0.00376,265.9574468,2.4,1
599,394,1746,1,0,0,0.00731,136.7989056,2.4,1
600,395,1669,1,0,0,0.017425,57.38880918,8.68,1
601,395,1810,1,0,0,0.029926,33.41575887,19.59,1
602,396,400,1,0,0,0.00785,127.388535,2.4,1
603,1746,396,1,0,0,0.0079,126.5822785,2.4,1
604,397,398,1,0,0,0.00634,157.7287066,2.4,1
605,1746,397,1,0,0,0.00632,158.2278481,2.4,1
606,399,404,1,0,0,0.02206,45.33091568,2.05,1
607,399,406,1,0,0,0.01647,60.71645416,2.4,1
608,1746,399,1,0,0,0.01284,77.88161994,2.4,1
609,400,421,1,0,0,0.01064,93.98496241,2.4,1
610,401,402,1,0,0,0.00942,106.1571125,3.84,1
611,401,404,1,0,0,0.01462,68.3994528,2.5,1
612,402,403,1,0,0,0.01052,95.05703422,3.84,1
613,403,417,1,0,0,0.0115,86.95652174,3.99,1
614,405,406,1,0,0,0.01309,76.39419404,2.4,1
615,405,415,1,0,0,0.01694,59.03187721,2.4,1
616,407,414,1,0,0,0.01476,67.75067751,2.4,1
617,1746,407,1,0,0,0.0273,36.63003663,2.19,1
618,408,409,1,0,0,0.01614,61.95786865,2.4,1
619,409,411,1,0,0,0.0199,50.25125628,2.05,1
620,410,411,1,0,0,0.00587,170.3577513,2.5,1
621,410,430,1,0,0,0.02274,43.97537379,2.38,1
622,412,413,1,0,0,0.00661,151.2859304,2.4,1
623,412,415,1,0,0,0.02111,47.37091426,2.19,1
624,412,439,1,0,0,0.03253,30.7408546,3.47,1
625,413,414,1,0,0,0.00807,123.9157373,2.4,1
626,416,420,1,0,0,0.0798,12.53132832,2.19,1
627,416,1670,1,0,0,0.03458,28.91844997,2.4,1
628,417,418,1,0,0,0.00629,158.9825119,3.99,1
629,418,419,1,0,0,0.01174,85.17887564,4.18,1
630,421,422,1,0,0,0.01475,67.79661017,2.3,1
631,1746,422,1,0,0,0.01914,52.24660397,2.4,1
632,1731,423,1,0,0,0.00909,110.0110011,2.4,1
633,425,424,1,0,0,0.15778,6.337938902,2.84,1
634,426,945,1,0,0,0.15778,6.337938902,2.84,1
635,427,428,1,0,0,0.02173,46.01932812,2.4,1
636,427,684,1,0,0,0.01489,67.15916723,2.4,1
637,429,436,1,0,0,0.03304,30.26634383,2.05,1
638,429,682,1,0,0,0.0292,34.24657534,2.05,1
639,430,431,1,0,0,0.03415,29.28257687,2.4,1
640,430,1033,1,0,0,0.0654,15.29051988,2.19,1
641,431,432,1,0,0,0.00364,274.7252747,3.81,1
642,431,439,1,0,0,0.02959,33.79520108,3.47,1
643,432,433,1,0,0,0.00257,389.1050584,2.19,1
644,432,434,1,0,0,0.00388,257.7319588,2.4,1
645,433,435,1,0,0,0.00201,497.5124378,2.19,1
646,434,437,1,0,0,0.00531,188.3239171,2.4,1
647,435,436,1,0,0,0.00292,342.4657534,2.05,1
648,438,641,1,0,0,0.03075,32.5203252,2.4,1
649,440,443,1,0,0,0.02134,46.86035614,2.4,1
650,441,442,1,0,0,0.03035,32.94892916,2.4,1
651,1712,441,1,0,0,0.05152,19.40993789,2.4,1
652,442,1518,1,0,0,0.05055,19.78239367,2.4,1
653,443,444,1,0,0,0.01647,60.71645416,2.4,1
654,1711,443,1,0,0,0.02188,45.70383912,2.4,1
655,1711,444,1,0,0,0.00382,261.7801047,2.4,1
656,445,1505,1,0,0,0.02858,34.98950315,2.4,1
657,446,1505,1,0,0,0.02795,35.77817531,2.4,1
658,1711,446,1,0,0,0.02319,43.12203536,2.61,1
659,447,937,1,0,0,0.0396,25.25252525,2.4,1
660,447,1053,1,0,0,0.05661,17.66472355,2.4,1
661,448,945,1,0,0,0.02326,42.99226139,2.4,1
662,449,450,1,0,0,0.00535,186.9158879,2.84,1
663,449,451,1,0,0,0.02285,43.76367615,2.84,1
664,450,685,1,0,0,0.04137,24.17210539,2.19,1
665,451,452,1,0,0,0.02533,39.4788788,2.5,1
666,452,924,1,0,0,0.0203,49.26108374,2.5,1
667,453,454,1,0,0,0.02851,35.07541214,2.4,1
668,454,640,1,0,0,0.04913,20.35416243,2.4,1
669,455,457,1,0,0,0.00073,1369.863014,2.4,1
670,455,461,1,0,0,0.00233,429.1845494,2.4,1
671,456,470,1,0,0,0.0013,769.2307692,2.38,1
672,456,1747,1,0,0,0.00095,1052.631579,2.61,1
673,457,458,1,0,0,0.00106,943.3962264,2.4,1
674,458,465,1,0,0,0.00141,709.2198582,2.4,1
675,459,1681,1,0,0,0.0020646,484.3553231,17.86,1
676,460,469,1,0,0,0.00066,1515.151515,5.01,1
677,462,468,1,0,0,0.0016,625,6.5,1
678,463,464,1,0,0,0.00196,510.2040816,2.4,1
679,464,479,1,0,0,0.00097,1030.927835,2.4,1
680,466,485,1,0,0,0.00578,173.0103806,2.84,1
681,1739,466,1,0,0,0.00286,349.6503497,4.18,1
682,467,490,1,0,0,0.0008,1250,5.01,1
683,467,1299,1,0,0,0.00505,198.019802,5.67,1
684,468,1303,1,0,0,0.008,125,6.5,1
685,469,470,1,0,0,0.00079,1265.822785,2.19,1
686,469,473,1,0,0,0.00067,1492.537313,5.01,1
687,470,471,1,0,0,0.00179,558.6592179,2.61,1
688,471,472,1,0,0,0.00107,934.5794393,2.84,1
689,472,477,1,0,0,0.00124,806.4516129,2.5,1
690,473,474,1,0,0,0.00054,1851.851852,5.01,1
691,474,475,1,0,0,0.00079,1265.822785,5.01,1
692,475,476,1,0,0,0.0005,2000,5.01,1
693,476,478,1,0,0,0.00067,1492.537313,5.01,1
694,477,503,1,0,0,0.0012,833.3333333,2.5,1
695,478,508,1,0,0,0.00193,518.134715,5.01,1
696,478,558,1,0,0,0.00816,122.5490196,2.4,1
697,1747,478,1,0,0,0.00347,288.184438,5.01,1
698,479,480,1,0,0,0.00114,877.1929825,2.4,1
699,480,481,1,0,0,0.0007,1428.571429,2.4,1
700,481,482,1,0,0,0.00078,1282.051282,2.4,1
701,482,483,1,0,0,0.00079,1265.822785,2.4,1
702,483,485,1,0,0,0.00105,952.3809524,3.84,1
703,1739,483,1,0,0,0.00316,316.4556962,5.67,1
704,484,485,1,0,0,0.00169,591.7159763,3.17,1
705,484,576,1,0,0,0.00428,233.6448598,2.93,1
706,485,487,1,0,0,0.00082,1219.512195,2.05,1
707,486,490,1,0,0,0.00186,537.6344086,4.76,1
708,486,492,1,0,0,0.00133,751.8796992,4.76,1
709,487,488,1,0,0,0.00082,1219.512195,2.05,1
710,488,489,1,0,0,0.00095,1052.631579,2.4,1
711,489,491,1,0,0,0.00139,719.4244604,2.4,1
712,491,499,1,0,0,0.00169,591.7159763,2.4,1
713,492,494,1,0,0,0.00062,1612.903226,4.18,1
714,493,494,1,0,0,0.00057,1754.385965,3.99,1
715,493,517,1,0,0,0.00068,1470.588235,3.99,1
716,495,497,1,0,0,0.00173,578.0346821,2.4,1
717,495,500,1,0,0,0.00067,1492.537313,2.4,1
718,496,507,1,0,0,0.00137,729.9270073,2.4,1
719,496,590,1,0,0,0.00516,193.7984496,2.4,1
720,497,498,1,0,0,0.00099,1010.10101,2.4,1
721,498,499,1,0,0,0.00112,892.8571429,2.4,1
722,501,502,1,0,0,0.00126,793.6507937,2.4,1
723,501,534,1,0,0,0.00065,1538.461538,2.4,1
724,502,530,1,0,0,0.00133,751.8796992,2.4,1
725,503,504,1,0,0,0.00093,1075.268817,2.38,1
726,504,506,1,0,0,0.00126,793.6507937,2.3,1
727,505,507,1,0,0,0.00215,465.1162791,2.12,1
728,505,530,1,0,0,0.00121,826.446281,2.4,1
729,507,510,1,0,0,0.00106,943.3962264,2.4,1
730,508,567,1,0,0,0.00128,781.25,4.76,1
731,509,510,1,0,0,0.00141,709.2198582,2.4,1
732,509,639,1,0,0,0.00145,689.6551724,2.4,1
733,511,512,1,0,0,0.00074,1351.351351,2.4,1
734,511,519,1,0,0,0.00122,819.6721311,2.4,1
735,513,514,1,0,0,0.00072,1388.888889,2.4,1
736,513,533,1,0,0,0.00078,1282.051282,2.4,1
737,514,515,1,0,0,0.00083,1204.819277,2.4,1
738,515,516,1,0,0,0.00084,1190.47619,2.4,1
739,516,518,1,0,0,0.00168,595.2380952,2.4,1
740,517,520,1,0,0,0.00056,1785.714286,3.47,1
741,518,519,1,0,0,0.00072,1388.888889,2.4,1
742,519,549,1,0,0,0.00145,689.6551724,2.4,1
743,520,524,1,0,0,0.00055,1818.181818,3.47,1
744,521,523,1,0,0,0.00163,613.4969325,2.4,1
745,521,572,1,0,0,0.00125,800,2.4,1
746,522,525,1,0,0,0.00115,869.5652174,4.76,1
747,522,1300,1,0,0,0.01022,97.84735812,5.01,1
748,524,525,1,0,0,0.00055,1818.181818,3.47,1
749,525,526,1,0,0,0.00046,2173.913043,4.76,1
750,526,528,1,0,0,0.00105,952.3809524,4.76,1
751,527,531,1,0,0,0.00073,1369.863014,2.4,1
752,527,545,1,0,0,0.00083,1204.819277,2.4,1
753,528,529,1,0,0,0.00082,1219.512195,3.99,1
754,529,532,1,0,0,0.00314,318.4713376,3.84,1
755,531,539,1,0,0,0.00086,1162.790698,2.4,1
756,532,540,1,0,0,0.00166,602.4096386,2.4,1
757,532,542,1,0,0,0.00234,427.3504274,2.4,1
758,533,538,1,0,0,0.00172,581.3953488,2.4,1
759,533,572,1,0,0,0.00795,125.7861635,2.4,1
760,534,607,1,0,0,0.00289,346.0207612,2.4,1
761,535,536,1,0,0,0.00048,2083.333333,2.4,1
762,535,608,1,0,0,0.0021,476.1904762,2.4,1
763,536,537,1,0,0,0.00103,970.8737864,2.4,1
764,537,538,1,0,0,0.00051,1960.784314,2.4,1
765,539,541,1,0,0,0.00155,645.1612903,2.4,1
766,541,543,1,0,0,0.00116,862.0689655,2.4,1
767,543,614,1,0,0,0.00097,1030.927835,2.4,1
768,544,551,1,0,0,0.00109,917.4311927,2.4,1
769,544,617,1,0,0,0.00277,361.0108303,2.4,1
770,545,546,1,0,0,0.001,1000,2.4,1
771,546,547,1,0,0,0.00082,1219.512195,2.4,1
772,547,548,1,0,0,0.00088,1136.363636,2.4,1
773,548,550,1,0,0,0.00094,1063.829787,2.4,1
774,549,570,1,0,0,0.00113,884.9557522,2.4,1
775,550,553,1,0,0,0.00105,952.3809524,2.4,1
776,551,552,1,0,0,0.00186,537.6344086,2.4,1
777,552,560,1,0,0,0.0015,666.6666667,2.4,1
778,553,554,1,0,0,0.00079,1265.822785,2.4,1
779,553,559,1,0,0,0.00133,751.8796992,2.4,1
780,554,555,1,0,0,0.00076,1315.789474,2.4,1
781,555,557,1,0,0,0.00124,806.4516129,2.05,1
782,556,558,1,0,0,0.00168,595.2380952,2.4,1
783,557,564,1,0,0,0.00124,806.4516129,2.19,1
784,559,562,1,0,0,0.00118,847.4576271,2.4,1
785,560,561,1,0,0,0.0013,769.2307692,2.4,1
786,561,1201,1,0,0,0.00071,1408.450704,2.4,1
787,562,563,1,0,0,0.00075,1333.333333,2.84,1
788,562,1196,1,0,0,0.00334,299.4011976,2.4,1
789,562,1197,1,0,0,0.00104,961.5384615,2.5,1
790,563,564,1,0,0,0.00052,1923.076923,3.81,1
791,564,1748,1,0,0,0.00332,301.2048193,4.18,1
792,565,806,1,0,0,0.0025109,398.2635708,9.6,1
793,565,1681,1,0,0,0.0044491,224.7645591,18.77,1
794,566,568,1,0,0,0.00423,236.4066194,2.4,1
795,567,569,1,0,0,0.00158,632.9113924,4.18,1
796,568,569,1,0,0,0.00089,1123.595506,2.61,1
797,569,571,1,0,0,0.001,1000,2.84,1
798,570,573,1,0,0,0.00158,632.9113924,2.4,1
799,571,574,1,0,0,0.00203,492.6108374,2.84,1
800,571,611,1,0,0,0.00552,181.1594203,3.47,1
801,572,573,1,0,0,0.00139,719.4244604,2.4,1
802,573,580,1,0,0,0.00245,408.1632653,2.4,1
803,1748,573,1,0,0,0.00314,318.4713376,2.05,1
804,574,576,1,0,0,0.00143,699.3006993,2.84,1
805,575,581,1,0,0,0.00096,1041.666667,2.4,1
806,575,596,1,0,0,0.00116,862.0689655,2.4,1
807,1748,575,1,0,0,0.00334,299.4011976,2.4,1
808,577,586,1,0,0,0.00162,617.2839506,2.4,1
809,578,579,1,0,0,0.00074,1351.351351,2.4,1
810,578,607,1,0,0,0.00188,531.9148936,2.4,1
811,580,583,1,0,0,0.00122,819.6721311,2.19,1
812,580,584,1,0,0,0.00101,990.0990099,2.4,1
813,581,582,1,0,0,0.00098,1020.408163,2.4,1
814,581,583,1,0,0,0.00141,709.2198582,2.4,1
815,582,592,1,0,0,0.00146,684.9315068,2.4,1
816,583,591,1,0,0,0.00163,613.4969325,2.19,1
817,583,592,1,0,0,0.00317,315.4574132,2.4,1
818,584,585,1,0,0,0.00075,1333.333333,2.4,1
819,585,587,1,0,0,0.00087,1149.425287,2.4,1
820,586,587,1,0,0,0.00114,877.1929825,2.4,1
821,588,589,1,0,0,0.00088,1136.363636,2.05,1
822,588,639,1,0,0,0.0021,476.1904762,2.4,1
823,589,590,1,0,0,0.00091,1098.901099,2.05,1
824,592,593,1,0,0,0.00204,490.1960784,2.4,1
825,592,594,1,0,0,0.00116,862.0689655,2.4,1
826,593,600,1,0,0,0.00154,649.3506494,2.4,1
827,594,599,1,0,0,0.00072,1388.888889,2.4,1
828,595,597,1,0,0,0.00079,1265.822785,2.4,1
829,596,598,1,0,0,0.00098,1020.408163,2.4,1
830,597,602,1,0,0,0.00639,156.4945227,2.19,1
831,598,600,1,0,0,0.0018,555.5555556,2.4,1
832,599,600,1,0,0,0.00122,819.6721311,2.4,1
833,600,1068,1,0,0,0.00202,495.049505,2.4,1
834,600,1755,1,0,0,0.00885,112.9943503,2.93,1
835,601,603,1,0,0,0.00538,185.8736059,2.4,1
836,601,621,1,0,0,0.00258,387.5968992,2.4,1
837,602,603,1,0,0,0.00186,537.6344086,2.4,1
838,603,604,1,0,0,0.00549,182.1493625,2.3,1
839,604,1264,1,0,0,0.00831,120.3369434,2.19,1
840,605,621,1,0,0,0.0021,476.1904762,2.4,1
841,606,610,1,0,0,0.00104,961.5384615,2.4,1
842,608,609,1,0,0,0.00156,641.025641,2.4,1
843,609,612,1,0,0,0.00135,740.7407407,2.5,1
844,1748,609,1,0,0,0.01895,52.77044855,2.4,1
845,610,611,1,0,0,0.00105,952.3809524,2.4,1
846,611,612,1,0,0,0.00096,1041.666667,2.61,1
847,613,614,1,0,0,0.00072,1388.888889,2.4,1
848,613,615,1,0,0,0.00332,301.2048193,2.19,1
849,615,616,1,0,0,0.00078,1282.051282,2.4,1
850,616,618,1,0,0,0.00078,1282.051282,2.4,1
851,617,620,1,0,0,0.00116,862.0689655,2.4,1
852,618,619,1,0,0,0.0013,769.2307692,2.4,1
853,619,620,1,0,0,0.00218,458.7155963,2.4,1
854,1748,621,1,0,0,0.02367,42.24757076,3,1
855,622,623,1,0,0,0.00122,819.6721311,2.4,1
856,622,624,1,0,0,0.00289,346.0207612,2.4,1
857,622,1261,1,0,0,0.007,142.8571429,2.19,1
858,624,625,1,0,0,0.00096,1041.666667,2.4,1
859,624,631,1,0,0,0.00333,300.3003003,2.19,1
860,625,626,1,0,0,0.00111,900.9009009,2.4,1
861,626,627,1,0,0,0.00151,662.2516556,2.4,1
862,627,628,1,0,0,0.00136,735.2941176,2.4,1
863,628,637,1,0,0,0.00116,862.0689655,2.4,1
864,629,630,1,0,0,0.0023,434.7826087,2.4,1
865,629,1203,1,0,0,0.0038,263.1578947,2.4,1
866,630,631,1,0,0,0.00141,709.2198582,2.4,1
867,632,633,1,0,0,0.00132,757.5757576,2.4,1
868,632,634,1,0,0,0.00117,854.7008547,2.4,1
869,633,638,1,0,0,0.00166,602.4096386,2.4,1
870,634,635,1,0,0,0.00141,709.2198582,2.4,1
871,634,1217,1,0,0,0.00339,294.9852507,2.4,1
872,635,636,1,0,0,0.00066,1515.151515,2.4,1
873,636,1069,1,0,0,0.00093,1075.268817,2.4,1
874,637,638,1,0,0,0.00126,793.6507937,2.4,1
875,638,1196,1,0,0,0.01471,67.98096533,2.4,1
876,640,1381,1,0,0,0.10127,9.874592673,6.5,1
877,641,680,1,0,0,0.0318,31.44654088,2.4,1
878,642,1749,1,0,0,0.06973,14.34102969,2.4,1
879,643,644,1,0,0,0.03678,27.18868951,2.4,1
880,643,993,1,0,0,0.03952,25.30364372,2.4,1
881,648,649,1,0,0,0.00287,348.4320557,2.4,1
882,649,650,1,0,0,0.00232,431.0344828,2.4,1
883,650,658,1,0,0,0.00935,106.9518717,2.4,1
884,651,1749,1,0,0,0.01113,89.84725966,2.4,1
885,652,653,1,0,0,0.00333,300.3003003,2.4,1
886,652,656,1,0,0,0.00237,421.9409283,2.4,1
887,653,654,1,0,0,0.00144,694.4444444,2.4,1
888,654,655,1,0,0,0.00156,641.025641,2.4,1
889,655,1749,1,0,0,0.02437,41.03405827,2.19,1
890,656,662,1,0,0,0.00496,201.6129032,2.4,1
891,657,659,1,0,0,0.00442,226.2443439,2.4,1
892,658,679,1,0,0,0.00603,165.8374793,2.4,1
893,658,1749,1,0,0,0.01992,50.20080321,2.19,1
894,659,660,1,0,0,0.00865,115.6069364,2.4,1
895,660,683,1,0,0,0.00467,214.1327623,2.4,1
896,661,663,1,0,0,0.00681,146.8428781,2.4,1
897,661,683,1,0,0,0.00426,234.741784,2.4,1
898,662,665,1,0,0,0.01251,79.93605116,2.4,1
899,663,665,1,0,0,0.00723,138.3125864,2.4,1
900,664,665,1,0,0,0.00449,222.7171492,2.4,1
901,664,668,1,0,0,0.00658,151.9756839,2.4,1
902,665,666,1,0,0,0.00748,133.6898396,2.4,1
903,666,669,1,0,0,0.01117,89.52551477,2.4,1
904,666,670,1,0,0,0.00512,195.3125,2.4,1
905,667,668,1,0,0,0.01107,90.33423668,2.4,1
906,671,672,1,0,0,0.00944,105.9322034,2.4,1
907,672,673,1,0,0,0.00537,186.2197393,2.4,1
908,673,674,1,0,0,0.00661,151.2859304,2.4,1
909,675,681,1,0,0,0.01208,82.78145695,2.4,1
910,675,1749,1,0,0,0.00938,106.6098081,2.4,1
911,1047,676,1,0,0,0.032187,31.06844378,13.06,1
912,676,1669,1,0,0,0.023779,42.05391312,7.92,1
913,1749,677,1,0,0,0.01236,80.90614887,2.4,1
914,678,679,1,0,0,0.00995,100.5025126,2.4,1
915,678,680,1,0,0,0.02336,42.80821918,2.19,1
916,678,681,1,0,0,0.02121,47.1475719,2.4,1
917,680,681,1,0,0,0.01271,78.67820614,2.4,1
918,680,682,1,0,0,0.01252,79.87220447,3.25,1
919,682,1034,1,0,0,0.04673,21.39952921,2.4,1
920,1749,682,1,0,0,0.04686,21.34016219,2.4,1
921,684,1400,1,0,0,0.0491,20.36659878,2.4,1
922,685,686,1,0,0,0.02438,41.01722724,2.05,1
923,686,1403,1,0,0,0.03582,27.9173646,2.4,1
924,687,688,1,0,0,0.00362,276.2430939,2.4,1
925,687,691,1,0,0,0.00829,120.6272618,2.19,1
926,687,693,1,0,0,0.00843,118.623962,2.3,1
927,688,689,1,0,0,0.00328,304.8780488,2.4,1
928,689,691,1,0,0,0.00415,240.9638554,2.4,1
929,690,691,1,0,0,0.00341,293.255132,2.4,1
930,690,1293,1,0,0,0.00428,233.6448598,2.4,1
931,691,692,1,0,0,0.00338,295.8579882,2.4,1
932,691,694,1,0,0,0.00599,166.9449082,2.4,1
933,692,700,1,0,0,0.01324,75.52870091,2.19,1
934,695,696,1,0,0,0.00519,192.6782274,2.4,1
935,696,698,1,0,0,0.00514,194.5525292,2.4,1
936,697,698,1,0,0,0.00339,294.9852507,2.4,1
937,698,703,1,0,0,0.00684,146.1988304,2.4,1
938,699,705,1,0,0,0.00228,438.5964912,2.4,1
939,700,701,1,0,0,0.00361,277.0083102,2.4,1
940,700,702,1,0,0,0.00776,128.8659794,2.4,1
941,701,706,1,0,0,0.00289,346.0207612,2.4,1
942,1726,702,1,0,0,0.0107,93.45794393,2.4,1
943,703,704,1,0,0,0.00338,295.8579882,2.4,1
944,1726,704,1,0,0,0.00559,178.8908766,2.4,1
945,705,706,1,0,0,0.0028,357.1428571,2.4,1
